field1,job_id,skill,type
2024,561,git,Git
2025,620,git,Git
2026,665,git,Git
2027,711,git,Git
2028,719,git,Git
2029,752,git,Git
2030,767,git,Git
2031,47,Git,Git
2032,62,git,Git
2033,64,Git,Git
2034,87,GIT,Git
2035,100,Git,Git
2036,106,git,Git
2037,112,Git,Git
2038,116,Git,Git
2039,117,Git,Git
2040,120,Git,Git
2041,123,Git,Git
2042,127,Git,Git
2043,128,Git,Git
2044,129,git,Git
2045,133,git,Git
2046,135,git,Git
2047,139,git,Git
2048,142,Git,Git
2049,147,git,Git
2050,157,GIT,Git
2051,161,git,Git
2052,163,git,Git
2053,169,git,Git
2054,176,Git,Git
2055,177,git,Git
2056,180,git,Git
2057,181,git,Git
2058,187,Git,Git
2059,193,GIT,Git
2060,196,Git,Git
2061,198,Git,Git
2062,199,Git,Git
2063,200,Git,Git
2064,201,Git,Git
2065,202,Git,Git
2066,203,Git,Git
2067,205,Git,Git
2068,206,GIT,Git
2069,209,Git,Git
2070,210,git,Git
2071,214,Git,Git
2072,215,git,Git
2073,220,Git,Git
2074,226,Git,Git
2075,229,Git,Git
2076,233,git,Git
2077,242,git,Git
2078,279,git,Git
2079,280,git,Git
2080,282,Git,Git
2081,285,Git,Git
2082,287,Git,Git
2083,318,GIT,Git
2084,325,Git,Git
2085,326,Git,Git
2086,327,Git,Git
2087,332,Git,Git
2088,338,Git,Git
2089,349,Git,Git
2090,352,Git,Git
2091,357,Git,Git
2092,365,Git,Git
2093,370,Git,Git
2094,376,Git,Git
2095,395,Git,Git
2096,396,Git,Git
2097,398,Git,Git
2098,408,Git VCS,Git
2099,415,Git,Git
2100,416,Git,Git
2101,417,Git,Git
2102,435,Git,Git
2103,464,Git,Git
2104,465,Git,Git
2105,480,Git,Git
2106,562,reactjs,React.js
2107,565,reactjs,React.js
2108,601,reactjs,React.js
2109,602,reactjs,React.js
2110,609,reactjs,React.js
2111,618,reactjs,React.js
2112,630,reactjs,React.js
2113,634,reactjs,React.js
2114,639,reactjs,React.js
2115,641,reactjs,React.js
2116,644,reactjs,React.js
2117,645,reactjs,React.js
2118,650,reactjs,React.js
2119,657,reactjs,React.js
2120,666,reactjs,React.js
2121,669,reactjs,React.js
2122,671,reactjs,React.js
2123,672,reactjs,React.js
2124,674,reactjs,React.js
2125,678,reactjs,React.js
2126,680,reactjs,React.js
2127,683,reactjs,React.js
2128,698,reactjs,React.js
2129,701,reactjs,React.js
2130,708,reactjs,React.js
2131,713,reactjs,React.js
2132,737,reactjs,React.js
2133,749,reactjs,React.js
2134,752,reactjs,React.js
2135,761,reactjs,React.js
2136,45,ReactJS,React.js
2137,92,ReactJS,React.js
2138,282,ReactJS,React.js
2139,379,ReactJS,React.js
2140,383,ReactJS,React.js
2141,563,java,Java
2142,564,java,Java
2143,574,java,Java
2144,575,java,Java
2145,578,java,Java
2146,579,java,Java
2147,580,java,Java
2148,588,java,Java
2149,591,java,Java
2150,593,java,Java
2151,597,java,Java
2152,598,java,Java
2153,606,java,Java
2154,607,java,Java
2155,621,java,Java
2156,625,java,Java
2157,632,java,Java
2158,636,java,Java
2159,648,java,Java
2160,649,java,Java
2161,651,java,Java
2162,659,java,Java
2163,673,java,Java
2164,675,java,Java
2165,681,java,Java
2166,691,java,Java
2167,693,java,Java
2168,694,java,Java
2169,695,java,Java
2170,696,java,Java
2171,697,java,Java
2172,703,java,Java
2173,705,java,Java
2174,706,java,Java
2175,709,java,Java
2176,716,java,Java
2177,719,java,Java
2178,722,java,Java
2179,724,java,Java
2180,732,java,Java
2181,734,java,Java
2182,735,java,Java
2183,736,java,Java
2184,739,java,Java
2185,740,java,Java
2186,742,java,Java
2187,743,java,Java
2188,745,java,Java
2189,746,java,Java
2190,746,java-ee,Java
2191,747,java,Java
2192,748,java,Java
2193,749,java,Java
2194,753,java,Java
2195,755,java,Java
2196,757,java,Java
2197,760,java,Java
2198,765,java,Java
2199,767,java,Java
2200,767,java-ee,Java
2201,768,java,Java
2202,773,java,Java
2203,775,java,Java
2204,777,java,Java
2205,780,java,Java
2206,782,java,Java
2207,783,java,Java
2208,785,java,Java
2209,787,java,Java
2210,788,java,Java
2211,790,java,Java
2212,791,java,Java
2213,792,java,Java
2214,797,java,Java
2215,798,java,Java
2216,803,java,Java
2217,804,java,Java
2218,807,java,Java
2219,808,java,Java
2220,814,java,Java
2221,817,java,Java
2222,822,java,Java
2223,822,java-ee,Java
2224,824,java,Java
2225,825,java,Java
2226,2,Java,Java
2227,7,Java,Java
2228,8,Java,Java
2229,11,Java,Java
2230,16,Java,Java
2231,21,Java,Java
2232,23,Java,Java
2233,37,Java,Java
2234,40,Java,Java
2235,42,Java,Java
2236,53,Java,Java
2237,56,Java,Java
2238,65,Java,Java
2239,71,Java,Java
2240,78,Java,Java
2241,109,Java,Java
2242,116,Java,Java
2243,121,Java,Java
2244,122,Java,Java
2245,126,Java,Java
2246,127,Java,Java
2247,138,Java,Java
2248,170,Java,Java
2249,173,Java,Java
2250,174,Java,Java
2251,188,JAVA,Java
2252,189,Java,Java
2253,193,Java,Java
2254,196,Java,Java
2255,198,Java,Java
2256,206,Java,Java
2257,221,Java,Java
2258,223,Java,Java
2259,224,Java,Java
2260,236,Java,Java
2261,238,Java,Java
2262,240,Java,Java
2263,243,Java,Java
2264,247,Java,Java
2265,271,Java,Java
2266,273,Java,Java
2267,276,Java,Java
2268,290,Java,Java
2269,296,Java,Java
2270,301,Java,Java
2271,302,Java,Java
2272,303,Java,Java
2273,321,Java,Java
2274,325,Java,Java
2275,327,Java,Java
2276,328,Java,Java
2277,349,Java,Java
2278,363,Java,Java
2279,368,Java,Java
2280,376,Java,Java
2281,378,Java,Java
2282,390,Java,Java
2283,391,Java,Java
2284,404,Java,Java
2285,407,Java,Java
2286,417,Java,Java
2287,425,Java,Java
2288,428,Java,Java
2289,440,Java,Java
2290,441,Java,Java
2291,445,Java,Java
2292,446,Java,Java
2293,453,Java,Java
2294,458,Java,Java
2295,467,Java,Java
2296,470,Java,Java
2297,476,Java,Java
2298,480,Java,Java
2299,481,Java,Java
2300,481,Java,Java
2301,487,Java,Java
2302,564,scala,Scala
2303,578,scala,Scala
2304,606,scala,Scala
2305,607,scala,Scala
2306,628,scala,Scala
2307,631,scala,Scala
2308,632,scala,Scala
2309,681,scala,Scala
2310,706,scala,Scala
2311,709,scala,Scala
2312,712,scala,Scala
2313,732,scala,Scala
2314,734,scala,Scala
2315,743,scala,Scala
2316,745,scala,Scala
2317,769,scala,Scala
2318,780,scala,Scala
2319,790,scala,Scala
2320,791,scala,Scala
2321,792,scala,Scala
2322,804,scala,Scala
2323,807,scala,Scala
2324,817,scala,Scala
2325,2,Scala,Scala
2326,10,Scala,Scala
2327,11,Scala,Scala
2328,23,Scala,Scala
2329,29,Scala,Scala
2330,46,Scala,Scala
2331,56,Scala,Scala
2332,126,Scala,Scala
2333,147,Scala,Scala
2334,161,Scala,Scala
2335,224,Scala,Scala
2336,236,Scala,Scala
2337,238,Scala,Scala
2338,246,Scala,Scala
2339,263,Scala,Scala
2340,267,Scala,Scala
2341,270,Scala,Scala
2342,271,Scala,Scala
2343,273,Scala,Scala
2344,296,Scala,Scala
2345,297,Scala,Scala
2346,301,Scala,Scala
2347,302,Scala,Scala
2348,303,Scala,Scala
2349,330,Scala,Scala
2350,331,Scala,Scala
2351,376,Scala,Scala
2352,384,Scala,Scala
2353,386,Scala,Scala
2354,391,Scala,Scala
2355,441,Scala,Scala
2356,453,Scala,Scala
2357,464,Scala,Scala
2358,465,Scala,Scala
2359,483,Scala,Scala
2360,485,Scala,Scala
2361,564,apache,Apache Frameworks
2362,597,apache-spark,Apache Frameworks
2363,597,apache-storm,Apache Frameworks
2364,610,apache-kafka,Apache Frameworks
2365,622,apache-kafka,Apache Frameworks
2366,632,apache-kafka,Apache Frameworks
2367,682,apache,Apache Frameworks
2368,690,apache-spark,Apache Frameworks
2369,723,apache,Apache Frameworks
2370,734,apache-kafka,Apache Frameworks
2371,751,apache,Apache Frameworks
2372,18,Apache Storm,Apache Frameworks
2373,25,Apache Cordova,Apache Frameworks
2374,27,Apache Cordova,Apache Frameworks
2375,55,Apache Spark,Apache Frameworks
2376,55,Apache Spark,Apache Frameworks
2377,56,Apache Spark,Apache Frameworks
2378,72,Apache Tomcat,Apache Frameworks
2379,129,Apache Airflow,Apache Frameworks
2380,133,Nginx or Apache,Apache Frameworks
2381,210,Apache,Apache Frameworks
2382,219,apache,Apache Frameworks
2383,229,Nginx/Apache,Apache Frameworks
2384,250,Apache/Nginx,Apache Frameworks
2385,255,Apache/Nginx,Apache Frameworks
2386,270,Apache Spark,Apache Frameworks
2387,311,Apache Cordova,Apache Frameworks
2388,323,Apache Spark,Apache Frameworks
2389,363,Apache Parquet,Apache Frameworks
2390,406,Apache,Apache Frameworks
2391,448,Apache,Apache Frameworks
2392,459,Apache Tomcat,Apache Frameworks
2393,462,Apache Tomcat,Apache Frameworks
2394,565,javascript,JavaScript
2395,581,javascript,JavaScript
2396,584,javascript,JavaScript
2397,589,javascript,JavaScript
2398,594,javascript,JavaScript
2399,595,javascript,JavaScript
2400,601,javascript,JavaScript
2401,603,javascript,JavaScript
2402,609,javascript,JavaScript
2403,611,javascript,JavaScript
2404,613,javascript,JavaScript
2405,615,javascript,JavaScript
2406,617,javascript,JavaScript
2407,618,javascript,JavaScript
2408,626,javascript,JavaScript
2409,627,javascript,JavaScript
2410,628,javascript,JavaScript
2411,633,javascript,JavaScript
2412,634,javascript,JavaScript
2413,638,javascript,JavaScript
2414,639,javascript,JavaScript
2415,641,javascript,JavaScript
2416,643,javascript,JavaScript
2417,644,javascript,JavaScript
2418,645,javascript,JavaScript
2419,646,javascript,JavaScript
2420,647,javascript,JavaScript
2421,650,javascript,JavaScript
2422,652,javascript,JavaScript
2423,653,javascript,JavaScript
2424,654,javascript,JavaScript
2425,655,javascript,JavaScript
2426,657,javascript,JavaScript
2427,661,javascript,JavaScript
2428,662,javascript,JavaScript
2429,664,javascript,JavaScript
2430,668,javascript,JavaScript
2431,669,javascript,JavaScript
2432,672,javascript,JavaScript
2433,674,javascript,JavaScript
2434,678,javascript,JavaScript
2435,680,javascript,JavaScript
2436,683,javascript,JavaScript
2437,684,javascript,JavaScript
2438,685,javascript,JavaScript
2439,687,javascript,JavaScript
2440,688,javascript,JavaScript
2441,689,javascript,JavaScript
2442,692,javascript,JavaScript
2443,695,javascript,JavaScript
2444,696,javascript,JavaScript
2445,699,javascript,JavaScript
2446,701,javascript,JavaScript
2447,702,javascript,JavaScript
2448,708,javascript,JavaScript
2449,713,javascript,JavaScript
2450,717,javascript,JavaScript
2451,718,javascript,JavaScript
2452,737,javascript,JavaScript
2453,746,javascript,JavaScript
2454,752,javascript,JavaScript
2455,754,javascript,JavaScript
2456,761,javascript,JavaScript
2457,766,javascript,JavaScript
2458,779,javascript,JavaScript
2459,804,javascript,JavaScript
2460,807,javascript,JavaScript
2461,808,javascript,JavaScript
2462,814,javascript,JavaScript
2463,818,javascript,JavaScript
2464,824,javascript,JavaScript
2465,3,JavaScript,JavaScript
2466,4,Javascript,JavaScript
2467,6,JavaScript,JavaScript
2468,12,Javascript,JavaScript
2469,17,Javascript,JavaScript
2470,24,JavaScript,JavaScript
2471,26,JavaScript,JavaScript
2472,27,Javascript,JavaScript
2473,31,JavaScript,JavaScript
2474,32,JavaScript,JavaScript
2475,33,Javascript,JavaScript
2476,38,JavaScript,JavaScript
2477,42,JavaScript,JavaScript
2478,44,JavaScript,JavaScript
2479,45,JavaScript,JavaScript
2480,53,Javascript,JavaScript
2481,59,JavaScript,JavaScript
2482,61,JavaScript,JavaScript
2483,63,JavaScript,JavaScript
2484,67,Javascript,JavaScript
2485,68,JavaScript,JavaScript
2486,77,Javascript,JavaScript
2487,78,JavaScript,JavaScript
2488,80,Javascript,JavaScript
2489,83,Javascript,JavaScript
2490,89,Javascript,JavaScript
2491,95,JavaScript,JavaScript
2492,100,Javascript,JavaScript
2493,108,JavaScript,JavaScript
2494,117,JavaScript,JavaScript
2495,123,Javascript,JavaScript
2496,125,Javascript,JavaScript
2497,129,Javascript,JavaScript
2498,131,Javascript,JavaScript
2499,139,javascript,JavaScript
2500,153,Javascript ES2015,JavaScript
2501,155,CSS and JavaScript,JavaScript
2502,157,JavaScript,JavaScript
2503,157,JavaScript,JavaScript
2504,159,Javascript,JavaScript
2505,160,Javascript,JavaScript
2506,164,JavaScript,JavaScript
2507,166,JavaScript,JavaScript
2508,169,Javascript,JavaScript
2509,171,Javascript,JavaScript
2510,176,JavaScript,JavaScript
2511,177,JavaScript,JavaScript
2512,179,Javascript,JavaScript
2513,185,Javascript,JavaScript
2514,186,JavaScript,JavaScript
2515,187,Javascript,JavaScript
2516,188,JavaScript,JavaScript
2517,189,JavaScript,JavaScript
2518,190,JavaScript,JavaScript
2519,191,Javascript,JavaScript
2520,193,JavaScript,JavaScript
2521,194,Javascript,JavaScript
2522,195,Javascript,JavaScript
2523,207,Javascript,JavaScript
2524,214,Javascript,JavaScript
2525,219,Javascript,JavaScript
2526,220,JavaScript,JavaScript
2527,222,JavaScript,JavaScript
2528,226,JavaScript,JavaScript
2529,229,Javascript,JavaScript
2530,241,JavaScript,JavaScript
2531,242,JavaScript,JavaScript
2532,243,JavaScript,JavaScript
2533,244,JavaScript,JavaScript
2534,245,JavaScript,JavaScript
2535,252,JavaScript,JavaScript
2536,254,JavaScript (ES2015),JavaScript
2537,276,Javascript,JavaScript
2538,277,Javascript,JavaScript
2539,282,JavaScript,JavaScript
2540,282,JavaScript,JavaScript
2541,283,JavaScript,JavaScript
2542,290,Javascript,JavaScript
2543,291,Javascript,JavaScript
2544,293,JavaScript,JavaScript
2545,294,JavaScript,JavaScript
2546,294,Javascript,JavaScript
2547,303,JavaScript,JavaScript
2548,304,Javascript,JavaScript
2549,306,JavaScript,JavaScript
2550,308,Javascript,JavaScript
2551,311,Javascript,JavaScript
2552,312,Javascript,JavaScript
2553,313,JavaScript,JavaScript
2554,314,JavaScript,JavaScript
2555,315,JavaScript,JavaScript
2556,316,JavaScript,JavaScript
2557,319,JavaScript,JavaScript
2558,320,JavaScript,JavaScript
2559,324,JavaScript,JavaScript
2560,325,Javascript,JavaScript
2561,327,JavaScript,JavaScript
2562,332,JavaScript,JavaScript
2563,333,JavaScript,JavaScript
2564,334,Javascript,JavaScript
2565,336,JavaScript,JavaScript
2566,338,JavaScript,JavaScript
2567,339,JavaScript,JavaScript
2568,341,Javascript,JavaScript
2569,342,JavaScript,JavaScript
2570,344,JavaScript,JavaScript
2571,346,JavaScript,JavaScript
2572,365,JavaScript,JavaScript
2573,368,JavaScript,JavaScript
2574,369,JavaScript,JavaScript
2575,370,JavaScript,JavaScript
2576,372,Javascript,JavaScript
2577,378,Javascript,JavaScript
2578,380,JavaScript,JavaScript
2579,385,JavaScript,JavaScript
2580,387,JavaScript,JavaScript
2581,389,JavaScript,JavaScript
2582,393,JavaScript,JavaScript
2583,395,JavaScript,JavaScript
2584,396,JavaScript,JavaScript
2585,398,JavaScript,JavaScript
2586,399,JavaScript,JavaScript
2587,402,JavaScript,JavaScript
2588,411,JavaScript,JavaScript
2589,413,JavaScript,JavaScript
2590,415,Javascript,JavaScript
2591,416,JavaScript,JavaScript
2592,421,JavaScript,JavaScript
2593,428,JavaScript,JavaScript
2594,436,JavaScript,JavaScript
2595,437,JavaScript,JavaScript
2596,442,JavaScript,JavaScript
2597,445,JavaScript,JavaScript
2598,456,JavaScript,JavaScript
2599,460,JavaScript,JavaScript
2600,461,JavaScript,JavaScript
2601,466,JavaScript,JavaScript
2602,469,JavaScript,JavaScript
2603,473,JavaScript,JavaScript
2604,475,JavaScript,JavaScript
2605,476,JavaScript,JavaScript
2606,477,JavaScript,JavaScript
2607,479,JavaScript,JavaScript
2608,481,JavaScript,JavaScript
2609,482,ES2015 JavaScript,JavaScript
2610,489,JavaScript,JavaScript
2611,565,angularjs,Angular.js
2612,602,angularjs,Angular.js
2613,609,angularjs,Angular.js
2614,639,angularjs,Angular.js
2615,653,angularjs,Angular.js
2616,654,angularjs,Angular.js
2617,668,angularjs,Angular.js
2618,674,angularjs,Angular.js
2619,685,angularjs,Angular.js
2620,687,angularjs,Angular.js
2621,688,angularjs,Angular.js
2622,692,angularjs,Angular.js
2623,696,angularjs,Angular.js
2624,702,angularjs,Angular.js
2625,713,angularjs,Angular.js
2626,717,angularjs,Angular.js
2627,728,angularjs,Angular.js
2628,730,angularjs,Angular.js
2629,737,angularjs,Angular.js
2630,761,angularjs,Angular.js
2631,44,AngularJS,Angular.js
2632,47,AngularJS Angular,Angular.js
2633,95,AngularJS,Angular.js
2634,106,AngularJS,Angular.js
2635,120,AngularJS Angular,Angular.js
2636,123,AngularJS,Angular.js
2637,125,AngularJS,Angular.js
2638,153,AngularJS,Angular.js
2639,195,AngularJS,Angular.js
2640,211,AngularJS,Angular.js
2641,212,AngularJS,Angular.js
2642,214,AngularJS,Angular.js
2643,237,AngularJS,Angular.js
2644,252,AngularJS,Angular.js
2645,277,AngularJS,Angular.js
2646,287,AngularJS,Angular.js
2647,297,AngularJS,Angular.js
2648,304,AngularJS,Angular.js
2649,322,AngularJS,Angular.js
2650,332,AngularJS,Angular.js
2651,352,AngularJS,Angular.js
2652,396,AngularJS,Angular.js
2653,408,AngularJS,Angular.js
2654,410,AngularJS,Angular.js
2655,417,AngularJS,Angular.js
2656,461,AngularJS,Angular.js
2657,463,AngularJS,Angular.js
2658,473,AngularJS,Angular.js
2659,566,mongodb,NoSQL
2660,572,mongodb,NoSQL
2661,637,mongodb,NoSQL
2662,638,mongodb,NoSQL
2663,681,mongodb,NoSQL
2664,697,mongodb,NoSQL
2665,698,mongodb,NoSQL
2666,738,mongodb,NoSQL
2667,6,MongoDB,NoSQL
2668,39,MongoDB,NoSQL
2669,47,MongoDB,NoSQL
2670,55,MongoDB,NoSQL
2671,60,MongoDB,NoSQL
2672,63,MongoDB,NoSQL
2673,106,MongoDB,NoSQL
2674,120,MongoDB,NoSQL
2675,121,MongoDB,NoSQL
2676,126,MongoDB,NoSQL
2677,129,MongoDB,NoSQL
2678,133,MongoDB,NoSQL
2679,135,MongoDB,NoSQL
2680,210,MongoDB,NoSQL
2681,254,MongoDB,NoSQL
2682,280,MongoDB,NoSQL
2683,327,MongoDB,NoSQL
2684,339,MongoDB,NoSQL
2685,352,MongoDB,NoSQL
2686,356,MongoDB,NoSQL
2687,362,MongoDB,NoSQL
2688,402,MongoDB,NoSQL
2689,410,MongoDB,NoSQL
2690,470,MongoDB,NoSQL
2691,472,MongoDB,NoSQL
2692,487,MongoDB,NoSQL
2693,567,devops,devops
2694,587,devops,devops
2695,593,devops,devops
2696,608,devops,devops
2697,616,devops,devops
2698,624,devops,devops
2699,642,devops,devops
2700,667,devops,devops
2701,729,devops,devops
2702,770,devops,devops
2703,567,bash,Bash
2704,751,bash,Bash
2705,9,BASH,Bash
2706,86,Bash,Bash
2707,96,Bash,Bash
2708,105,bash,Bash
2709,210,Bash,Bash
2710,239,Bash,Bash
2711,250,Bash,Bash
2712,255,Bash,Bash
2713,395,bash,Bash
2714,404,Bash,Bash
2715,406,bash,Bash
2716,470,bash,Bash
2717,568,amazon-redshift,aws
2718,573,amazon-redshift,aws
2719,50,Amazon Redshift,aws
2720,86,Redshift,AWS
2721,103,Redshift,AWS
2722,104,Amazon Redshift,aws
2723,220,Redshift,AWS
2724,368,Redshift,AWS
2725,397,Redshift,AWS
2726,403,Redshift,AWS
2727,569,sysadmin,sysadmin
2728,576,sysadmin,sysadmin
2729,579,sysadmin,sysadmin
2730,582,sysadmin,sysadmin
2731,583,sysadmin,sysadmin
2732,584,sysadmin,sysadmin
2733,587,sysadmin,sysadmin
2734,593,sysadmin,sysadmin
2735,604,sysadmin,sysadmin
2736,608,sysadmin,sysadmin
2737,612,sysadmin,sysadmin
2738,616,sysadmin,sysadmin
2739,624,sysadmin,sysadmin
2740,693,sysadmin,sysadmin
2741,707,sysadmin,sysadmin
2742,726,sysadmin,sysadmin
2743,744,sysadmin,sysadmin
2744,759,sysadmin,sysadmin
2745,795,sysadmin,sysadmin
2746,800,sysadmin,sysadmin
2747,806,sysadmin,sysadmin
2748,809,sysadmin,sysadmin
2749,571,rest,RESTful APIs
2750,584,restful-web-services,RESTful APIs
2751,600,rest,RESTful APIs
2752,663,restful-architecture,RESTful APIs
2753,696,rest,RESTful APIs
2754,735,rest,RESTful APIs
2755,792,rest,RESTful APIs
2756,801,rest,RESTful APIs
2757,812,rest,RESTful APIs
2758,822,rest,RESTful APIs
2759,824,rest,RESTful APIs
2760,47,Rest,RESTful APIs
2761,66,REST,RESTful APIs
2762,70,REST,RESTful APIs
2763,82,REST/SOAP,RESTful APIs
2764,88,REST,RESTful APIs
2765,109,Rest,RESTful APIs
2766,111,REST,RESTful APIs
2767,120,Rest,RESTful APIs
2768,190,REST,RESTful APIs
2769,195,REST,RESTful APIs
2770,206,REST,RESTful APIs
2771,224,RESTful,RESTful APIs
2772,229,REST,RESTful APIs
2773,243,REST,RESTful APIs
2774,264,REST,RESTful APIs
2775,276,RESTful,RESTful APIs
2776,280,REST,RESTful APIs
2777,293,REST,RESTful APIs
2778,352,Rest,RESTful APIs
2779,357,REST,RESTful APIs
2780,431,REST,RESTful APIs
2781,433,Rest,RESTful APIs
2782,436,REST,RESTful APIs
2783,453,REST,RESTful APIs
2784,454,REST,RESTful APIs
2785,456,REST,RESTful APIs
2786,458,RESTFul,RESTful APIs
2787,463,REST,RESTful APIs
2788,484,REST,RESTful APIs
2789,572,http,HTTP
2790,584,http,HTTP
2791,613,http,HTTP
2792,792,http,HTTP
2793,825,http,HTTP
2794,66,HTTP,HTTP
2795,91,HTTP Protocol,HTTP
2796,92,HTTP Protocol,HTTP
2797,96,HTTP,HTTP
2798,262,Akka HTTP,HTTP
2799,316,HTTP,HTTP
2800,431,HTTP,HTTP
2801,436,HTTP,HTTP
2802,443,Akka HTTP,HTTP
2803,453,HTTP,HTTP
2804,484,HTTP,HTTP
2805,572,nosql,NoSQL
2806,592,nosql,NoSQL
2807,605,nosql,NoSQL
2808,606,nosql,NoSQL
2809,620,nosql,NoSQL
2810,690,nosql,NoSQL
2811,724,nosql,NoSQL
2812,780,nosql,NoSQL
2813,791,nosql,NoSQL
2814,11,NoSQL,NoSQL
2815,39,nosql,NoSQL
2816,41,NoSQL,NoSQL
2817,44,NoSQL,NoSQL
2818,55,NoSQL,NoSQL
2819,77,NoSQL,NoSQL
2820,78,NoSQL,NoSQL
2821,87,NoSQL,NoSQL
2822,90,NoSQL,NoSQL
2823,109,NoSQL,NoSQL
2824,129,NoSQL,NoSQL
2825,130,NoSql,NoSQL
2826,144,NoSQL,NoSQL
2827,178,NoSQL,NoSQL
2828,204,NoSQL,NoSQL
2829,211,NoSql,NoSQL
2830,212,NoSql,NoSQL
2831,229,NoSQL,NoSQL
2832,258,NoSQL,NoSQL
2833,262,NoSQL,NoSQL
2834,264,NoSQL,NoSQL
2835,280,NOSQL,NoSQL
2836,288,NOSQL,NoSQL
2837,297,NoSQL,NoSQL
2838,322,NoSQL,NoSQL
2839,346,NoSQL,NoSQL
2840,347,NoSQL,NoSQL
2841,356,NoSQL,NoSQL
2842,358,NoSQL,NoSQL
2843,366,NoSQL,NoSQL
2844,372,NoSQL,NoSQL
2845,386,NoSQL,NoSQL
2846,457,NoSQL,NoSQL
2847,470,NoSQL,NoSQL
2848,483,NoSQL,NoSQL
2849,573,ruby-on-rails,Ruby
2850,577,ruby-on-rails,Ruby
2851,600,ruby-on-rails,Ruby
2852,614,ruby-on-rails,Ruby
2853,664,ruby-on-rails-4,Ruby
2854,668,ruby-on-rails,Ruby
2855,671,ruby-on-rails,Ruby
2856,679,ruby-on-rails,Ruby
2857,692,ruby-on-rails,Ruby
2858,711,ruby-on-rails,Ruby
2859,721,ruby-on-rails,Ruby
2860,741,ruby-on-rails,Ruby
2861,752,ruby-on-rails,Ruby
2862,754,ruby-on-rails,Ruby
2863,769,ruby-on-rails,Ruby
2864,781,ruby-on-rails,Ruby
2865,786,ruby-on-rails,Ruby
2866,796,ruby-on-rails,Ruby
2867,801,ruby-on-rails,Ruby
2868,820,ruby-on-rails,Ruby
2869,13,Ruby on Rails,Ruby
2870,14,Ruby on Rails,Ruby
2871,30,Ruby on Rails,Ruby
2872,39,Ruby on Rails,Ruby
2873,41,Ruby on Rails,Ruby
2874,44,Ruby on Rails,Ruby
2875,62,Ruby-on-Rails,Ruby
2876,102,Ruby on Rails,Ruby
2877,112,Ruby on Rails,Ruby
2878,124,Ruby on Rails,Ruby
2879,150,Ruby on Rails,Ruby
2880,155,Ruby on Rails,Ruby
2881,164,Ruby on Rails,Ruby
2882,169,Ruby on Rails,Ruby
2883,179,Ruby on Rails,Ruby
2884,226,Ruby on Rails,Ruby
2885,227,Ruby on Rails,Ruby
2886,273,Ruby on Rails,Ruby
2887,291,Ruby on Rails,Ruby
2888,329,Ruby on Rails,Ruby
2889,350,Ruby on Rails,Ruby
2890,375,Ruby on Rails,Ruby
2891,387,Ruby on Rails,Ruby
2892,397,Ruby on Rails,Ruby
2893,399,Ruby on Rails,Ruby
2894,412,Ruby on Rails,Ruby
2895,424,Ruby on Rails,Ruby
2896,436,Ruby on Rails,Ruby
2897,480,Ruby on Rails,Ruby
2898,481,Ruby on Rails,Ruby
2899,574,hadoop,Apache Frameworks
2900,597,hadoop,Apache Frameworks
2901,632,hadoop,Apache Frameworks
2902,690,hadoop,Apache Frameworks
2903,743,hadoop,Apache Frameworks
2904,769,hadoop,Apache Frameworks
2905,778,hadoop,Apache Frameworks
2906,780,hadoop,Apache Frameworks
2907,11,Hadoop,Apache Frameworks
2908,20,Hadoop,Apache Frameworks
2909,55,Hadoop,Apache Frameworks
2910,107,Hadoop,Apache Frameworks
2911,108,Hadoop,Apache Frameworks
2912,109,Hadoop,Apache Frameworks
2913,129,Hadoop,Apache Frameworks
2914,130,Hadoop,Apache Frameworks
2915,138,Hadoop,Apache Frameworks
2916,145,Hadoop,Apache Frameworks
2917,263,Hadoop,Apache Frameworks
2918,271,Hadoop,Apache Frameworks
2919,301,Hadoop,Apache Frameworks
2920,323,Hadoop,Apache Frameworks
2921,330,Hadoop,Apache Frameworks
2922,358,Hadoop,Apache Frameworks
2923,363,Hadoop,Apache Frameworks
2924,368,Hadoop,Apache Frameworks
2925,397,hadoop,Apache Frameworks
2926,414,Hadoop,Apache Frameworks
2927,574,hive,Apache Frameworks
2928,597,hive,Apache Frameworks
2929,10,Hive,Apache Frameworks
2930,99,Hive,Apache Frameworks
2931,109,Hive,Apache Frameworks
2932,138,Hive,Apache Frameworks
2933,145,Hive,Apache Frameworks
2934,265,Hive,Apache Frameworks
2935,271,Hive,Apache Frameworks
2936,301,Hive,Apache Frameworks
2937,331,Hive,Apache Frameworks
2938,414,Hive,Apache Frameworks
2939,576,cloud,Cloud
2940,593,cloud,Cloud
2941,598,cloud,Cloud
2942,616,cloud,Cloud
2943,704,cloud,Cloud
2944,753,cloud,Cloud
2945,759,cloud,Cloud
2946,763,cloud,Cloud
2947,765,cloud,Cloud
2948,770,cloud,Cloud
2949,84,Hybrid Cloud Technologies,Cloud
2950,93,Cloud Technology,Cloud
2951,94,Hybrid Cloud,Cloud
2952,94,Private Cloud,Cloud
2953,142,Adobe Creative Cloud,Cloud
2954,353,Cloud Foundry,Cloud
2955,353,Solr Cloud,Cloud
2956,391,Cloud Foundry,Cloud
2957,391,Solr Cloud,Cloud
2958,576,jenkins,Continuous integration
2959,733,jenkins,Continuous integration
2960,759,jenkins,Continuous integration
2961,763,jenkins,Continuous integration
2962,776,jenkins,Continuous integration
2963,53,Jenkins,Continuous integration
2964,56,Jenkins,Continuous integration
